recipe_id,recipe_code,cheese_type,variant_name,origin_style,aging_days,milk_type_required,fat_content_pct,moisture_pct,salt_pct,starter_culture,coagulation_method,yield_ratio_pct,shelf_life_days,certification,version,status,created_by,last_updated,notes
893496,RCP14707,Camembert,Camembert Artisan,Indonesian Local,365,Cow,29.5,72.9,3.59,Natural,Acid,17.19,30,Halal,v3.1,Archived,CHEM-108,2023-10-13,Standard production
270910,RCP24330,Cheddar,Cheddar Artisan,French Artisan,730,Sheep,29.6,71.8,2.12,Thermophilic,Rennet,17.05,30,None,v3.1,Archived,CHEM-110,2023-08-08,Domestic market
369214,RCP53173,Cheddar,Cheddar Bold,Swiss Alpine,365,Cow,29.4,39.0,1.04,Mold-Ripened,Rennet,9.99,30,Organic,v2.0,Active,CHEM-131,2024-04-26,Standard production
238147,RCP30697,Brie,Brie Reserve,Swiss Alpine,90,Cow,24.4,69.0,0.67,Mixed Culture,Rennet,14.11,365,Halal,v4.0,Active,CHEM-104,2022-11-09,High demand
434758,RCP97568,Colby,Colby Reserve,Fusion Modern,90,Cow,29.3,53.2,1.64,Natural,Rennet,11.9,60,Halal+Organic,v2.0,In Review,CHEM-141,2022-08-11,Domestic market
401995,RCP69745,Cheddar,Cheddar Light,English Classic,60,Cow,40.4,44.0,2.15,Mesophilic,Rennet,9.16,21,Organic,v3.0,In Review,CHEM-109,2020-05-26,Standard production
336460,RCP51667,Gouda,Gouda Extra Aged,Swiss Alpine,30,Cow,32.7,63.0,2.21,Washed Rind,Acid,9.69,365,Organic,v2.0,In Review,CHEM-130,2020-06-22,High demand
598605,RCP28480,Camembert,Camembert Extra Aged,Indonesian Local,30,Cow,25.6,20.1,3.23,Mixed Culture,Rennet,16.54,730,Kosher,v1.1,Active,CHEM-124,2024-06-19,Pilot batch
762450,RCP13211,Mozzarella,Mozzarella Premium,English Classic,90,Buffalo,11.6,29.5,2.0,Mixed Culture,Rennet,9.94,30,Halal,v2.0,Active,CHEM-138,2019-12-16,Review pending
598610,RCP65153,Gouda,Gouda Extra Aged,American Style,90,Mixed,20.4,74.9,1.42,Washed Rind,Heat-Acid,8.54,730,Halal,v4.0,Experimental,CHEM-133,2024-12-19,Domestic market
434774,RCP35961,Gouda,Gouda Extra Aged,American Style,0,Buffalo,26.6,67.6,1.55,Mixed Culture,Rennet,17.59,180,None,v4.0,Discontinued,CHEM-124,2020-12-01,High demand
696922,RCP81782,Mozzarella,Mozzarella Artisan,French Artisan,0,Goat,33.7,62.5,3.67,Washed Rind,Acid,15.88,30,Organic,v3.0,Discontinued,CHEM-106,2020-11-14,Export grade
991835,RCP69364,Brie,Brie Extra Aged,Dutch Heritage,60,Goat,18.2,44.1,1.68,Mold-Ripened,Rennet,18.35,21,Halal,v2.0,In Review,CHEM-136,2019-03-26,Standard production
139868,RCP63726,Ricotta,Ricotta Extra Aged,Traditional Italian,90,Cow,24.0,20.4,0.79,Mold-Ripened,Acid,19.59,21,None,v1.1,Active,CHEM-105,2023-03-02,High demand
860767,RCP30892,Ricotta,Ricotta Bold,American Style,0,Cow,44.6,57.7,0.79,Mold-Ripened,Rennet,18.08,730,Halal,v2.0,Active,CHEM-136,2020-04-04,Seasonal only
172642,RCP59590,Ricotta,Ricotta Artisan,Dutch Heritage,60,Cow,41.8,27.1,1.22,Washed Rind,Acid,15.86,180,Halal+Organic,v2.1,Archived,CHEM-123,2024-10-25,Standard production
729702,RCP80080,Cheddar,Cheddar Young,Swiss Alpine,30,Cow,34.5,58.2,3.13,Mixed Culture,Heat-Acid,15.87,730,Halal,v2.1,Active,CHEM-139,2021-09-25,Domestic market
467559,RCP35767,Mozzarella,Mozzarella Young,Fusion Modern,60,Cow,29.5,54.1,3.42,Natural,Rennet,11.07,30,Halal,v4.0,Active,CHEM-137,2024-10-11,Review pending
533101,RCP24255,Mozzarella,Mozzarella Reserve,Traditional Italian,0,Cow,24.1,52.1,2.16,Mesophilic,Rennet,16.43,14,Halal+Organic,v4.0,Discontinued,CHEM-134,2019-10-06,Export grade
860784,RCP86019,Mozzarella,Mozzarella Light,French Artisan,180,Cow,33.9,42.0,3.26,Washed Rind,Acid,8.19,90,ISO22000,v3.0,Archived,CHEM-123,2023-07-16,Seasonal only
238194,RCP57856,Cheddar,Cheddar Premium,French Artisan,0,Cow,33.4,62.1,3.32,Thermophilic,Rennet,12.69,180,ISO22000,v1.0,Discontinued,CHEM-130,2024-03-11,Standard production
467572,RCP22267,Cheddar,Cheddar Young,American Style,0,Cow,37.7,45.7,1.58,Washed Rind,Rennet,17.83,14,Organic,v1.1,Discontinued,CHEM-150,2024-12-31,Domestic market
991866,RCP40696,Mozzarella,Mozzarella Young,English Classic,0,Cow,19.7,40.8,1.46,Natural,Acid,19.88,90,Halal,v4.0,Archived,CHEM-125,2022-08-05,Standard production
959100,RCP94087,Cheddar,Cheddar Classic,American Style,60,Cow,36.7,71.5,0.53,Washed Rind,Rennet,9.73,14,Halal+Organic,v4.0,Discontinued,CHEM-150,2019-10-21,Standard production
860799,RCP91303,Mozzarella,Mozzarella Light,French Artisan,180,Cow,20.5,22.4,1.24,Mixed Culture,Rennet,8.68,180,Halal,v2.0,Active,CHEM-104,2022-10-03,Domestic market
402049,RCP37316,Brie,Brie Young,English Classic,30,Goat,43.5,23.6,1.52,Mixed Culture,Enzymatic,21.41,30,Halal,v2.0,Archived,CHEM-146,2024-01-22,Review pending
828047,RCP71236,Cheddar,Cheddar Classic,Dutch Heritage,0,Cow,44.8,62.4,0.62,Mesophilic,Heat-Acid,8.43,180,Halal,v3.0,Active,CHEM-138,2023-11-25,High demand
533137,RCP70572,Brie,Brie Reserve,Traditional Italian,0,Cow,14.5,66.8,2.61,Natural,Acid,19.98,180,Organic,v2.1,Discontinued,CHEM-144,2023-04-01,High demand
729747,RCP20252,Ricotta,Ricotta Artisan,English Classic,365,Sheep,33.7,72.9,1.87,Thermophilic,Acid,11.49,14,None,v2.1,Active,CHEM-103,2022-01-31,High demand
893590,RCP40800,Ricotta,Ricotta Light,Traditional Italian,90,Cow,41.1,51.2,2.35,Mesophilic,Heat-Acid,20.85,21,None,v3.1,Discontinued,CHEM-125,2024-09-21,Pilot batch
893591,RCP91848,Gouda,Gouda Light,Traditional Italian,0,Cow,34.5,70.7,3.5,Mold-Ripened,Rennet,21.66,730,Kosher,v3.1,Active,CHEM-139,2020-08-24,Award-winning formula
762527,RCP79514,Cheddar,Cheddar Young,Dutch Heritage,0,Mixed,31.7,35.9,1.45,Washed Rind,Rennet,21.91,365,Halal+Organic,v4.0,Active,CHEM-126,2021-07-26,Pilot batch
238244,RCP18956,Mozzarella,Mozzarella Reserve,Dutch Heritage,60,Cow,22.4,66.5,0.53,Natural,Acid,17.08,30,Halal,v2.0,Discontinued,CHEM-108,2023-06-14,Standard production
467622,RCP63739,Mozzarella,Mozzarella Young,Dutch Heritage,30,Cow,39.9,74.5,2.96,Mixed Culture,Rennet,14.35,60,None,v3.0,Active,CHEM-134,2021-07-05,Domestic market
893608,RCP96331,Colby,Colby Bold,American Style,30,Mixed,28.2,68.7,3.53,Mixed Culture,Rennet,13.6,90,ISO22000,v3.0,Active,CHEM-117,2024-01-26,Export grade
271017,RCP49331,Cheddar,Cheddar Reserve,Swiss Alpine,30,Goat,25.7,24.4,2.45,Thermophilic,Heat-Acid,9.37,365,None,v3.1,Active,CHEM-148,2020-09-29,Seasonal only
926381,RCP78291,Gouda,Gouda Artisan,Indonesian Local,30,Cow,27.1,73.7,0.63,Mesophilic,Rennet,11.17,90,Halal+Organic,v2.0,In Review,CHEM-133,2021-11-12,Standard production
107185,RCP24193,Camembert,Camembert Light,English Classic,365,Cow,41.1,56.5,2.57,Mixed Culture,Acid,16.47,60,None,v1.0,Archived,CHEM-103,2021-09-29,Seasonal only
631474,RCP78208,Parmesan,Parmesan Classic,Traditional Italian,0,Cow,32.5,74.8,3.24,Natural,Heat-Acid,18.63,730,Halal,v3.0,Active,CHEM-117,2021-09-23,Export grade
565939,RCP66206,Emmental,Emmental Classic,American Style,0,Cow,36.1,21.2,3.3,Mesophilic,Rennet,15.22,90,Halal,v2.0,Active,CHEM-110,2024-10-03,High demand
467634,RCP65041,Parmesan,Parmesan Bold,French Artisan,365,Cow,43.6,23.1,3.03,Thermophilic,Acid,14.85,21,Halal+Organic,v2.1,Discontinued,CHEM-150,2022-05-22,Pilot batch
336563,RCP99911,Mozzarella,Mozzarella Premium,Indonesian Local,0,Cow,40.9,20.4,2.35,Mold-Ripened,Acid,17.72,21,Halal,v1.1,Archived,CHEM-128,2021-03-14,High demand
991926,RCP34025,Gouda,Gouda Premium,Fusion Modern,60,Goat,12.2,20.9,3.81,Mold-Ripened,Rennet,17.61,180,Organic,v4.0,Discontinued,CHEM-104,2024-05-23,Domestic market
434870,RCP38709,Mozzarella,Mozzarella Light,French Artisan,60,Cow,20.3,67.4,1.84,Thermophilic,Rennet,16.17,180,Halal,v3.1,Archived,CHEM-132,2020-09-03,Review pending
631478,RCP66715,Ricotta,Ricotta Young,English Classic,0,Goat,36.7,23.3,2.15,Washed Rind,Acid,10.9,14,ISO22000,v1.0,Active,CHEM-147,2021-06-21,Standard production
336569,RCP28563,Gouda,Gouda Premium,French Artisan,0,Cow,25.9,55.7,3.58,Mixed Culture,Rennet,16.38,30,ISO22000,v4.0,Experimental,CHEM-136,2019-07-20,Domestic market
533179,RCP83459,Ricotta,Ricotta Extra Aged,Traditional Italian,365,Cow,30.6,30.9,3.67,Mesophilic,Rennet,18.91,180,Halal,v3.0,Active,CHEM-123,2019-12-29,Seasonal only
664251,RCP51506,Gouda,Gouda Extra Aged,American Style,0,Cow,11.2,30.5,3.72,Mesophilic,Acid,16.99,30,Halal+Organic,v1.0,Archived,CHEM-117,2023-02-17,High demand
238269,RCP73815,Camembert,Camembert Extra Aged,Swiss Alpine,90,Cow,39.1,65.4,3.1,Mesophilic,Rennet,17.78,14,None,v4.0,Active,CHEM-105,2024-02-24,Export grade
467647,RCP90798,Mozzarella,Mozzarella Reserve,Indonesian Local,0,Cow,20.2,24.0,2.5,Natural,Heat-Acid,16.57,180,Halal,v4.0,In Review,CHEM-125,2019-03-25,Award-winning formula
697025,RCP75084,Ricotta,Ricotta Classic,Fusion Modern,0,Cow,37.1,33.3,2.35,Washed Rind,Acid,16.06,60,Halal,v4.0,Archived,CHEM-136,2022-03-20,Review pending
271044,RCP34571,Ricotta,Ricotta Extra Aged,Swiss Alpine,0,Cow,33.5,29.6,0.67,Natural,Acid,13.2,30,Kosher,v3.1,Archived,CHEM-126,2022-05-12,Pilot batch
926410,RCP64951,Colby,Colby Premium,Indonesian Local,60,Cow,28.1,31.3,0.92,Washed Rind,Rennet,20.76,365,Halal,v1.0,Archived,CHEM-124,2023-12-10,Review pending
500429,RCP77180,Mozzarella,Mozzarella Artisan,English Classic,60,Goat,36.2,66.6,2.33,Mixed Culture,Rennet,12.14,30,Organic,v3.1,Active,CHEM-111,2022-06-03,Export grade
926414,RCP99156,Gouda,Gouda Artisan,Swiss Alpine,365,Cow,17.3,59.0,2.58,Washed Rind,Rennet,16.6,90,Halal,v4.0,In Review,CHEM-147,2021-06-27,Review pending
565971,RCP25058,Mozzarella,Mozzarella Light,Traditional Italian,90,Mixed,30.0,73.1,1.85,Mixed Culture,Acid,10.98,30,ISO22000,v4.0,Archived,CHEM-137,2019-09-24,Domestic market
205524,RCP66504,Cheddar,Cheddar Light,American Style,0,Cow,28.5,66.7,3.93,Natural,Heat-Acid,13.36,21,Organic,v1.1,Active,CHEM-101,2020-06-14,Pilot batch
762581,RCP67698,Brie,Brie Light,Dutch Heritage,180,Cow,31.1,45.7,3.37,Natural,Rennet,13.81,14,Halal,v2.1,In Review,CHEM-106,2019-05-05,Standard production
434911,RCP87423,Gouda,Gouda Premium,Dutch Heritage,730,Cow,40.6,64.3,2.55,Washed Rind,Rennet,14.56,90,None,v3.1,In Review,CHEM-142,2021-11-05,Award-winning formula
795361,RCP94984,Mozzarella,Mozzarella Classic,Swiss Alpine,0,Cow,19.9,54.8,3.98,Washed Rind,Rennet,14.71,90,None,v3.0,Active,CHEM-145,2023-04-18,Award-winning formula
107241,RCP54611,Cheddar,Cheddar Classic,Swiss Alpine,180,Cow,15.5,21.7,3.66,Washed Rind,Rennet,8.04,21,None,v2.0,Active,CHEM-134,2021-03-15,Award-winning formula
336623,RCP86500,Brie,Brie Young,Swiss Alpine,180,Mixed,27.5,40.5,2.44,Mixed Culture,Heat-Acid,16.21,14,Organic,v4.0,Active,CHEM-111,2020-06-07,High demand
631537,RCP70289,Gouda,Gouda Reserve,Fusion Modern,60,Cow,33.1,60.2,0.54,Mold-Ripened,Rennet,17.38,365,ISO22000,v2.1,Active,CHEM-103,2021-04-27,Award-winning formula
598770,RCP75744,Mozzarella,Mozzarella Extra Aged,American Style,180,Cow,29.7,45.5,2.35,Mesophilic,Heat-Acid,17.3,60,Halal+Organic,v4.0,Archived,CHEM-141,2024-08-09,Award-winning formula
991989,RCP98379,Swiss,Swiss Light,American Style,365,Cow,39.0,24.4,3.32,Natural,Rennet,15.8,60,Organic,v3.1,Archived,CHEM-112,2023-01-03,Seasonal only
762616,RCP50976,Mozzarella,Mozzarella Classic,English Classic,180,Mixed,13.9,46.4,2.27,Mesophilic,Acid,19.07,21,Halal+Organic,v4.0,Active,CHEM-122,2024-11-02,Export grade
664314,RCP34161,Cheddar,Cheddar Reserve,Swiss Alpine,30,Cow,17.9,38.1,3.72,Washed Rind,Heat-Acid,17.23,365,Kosher,v4.0,Active,CHEM-106,2024-12-13,Domestic market
992008,RCP36519,Mozzarella,Mozzarella Classic,Traditional Italian,0,Cow,23.2,24.4,1.62,Mesophilic,Rennet,13.47,90,None,v1.1,Active,CHEM-133,2020-03-25,Seasonal only
828168,RCP94197,Camembert,Camembert Bold,Swiss Alpine,0,Goat,25.4,41.6,2.19,Thermophilic,Rennet,16.05,730,None,v3.1,Archived,CHEM-101,2021-09-30,Award-winning formula
205579,RCP47920,Cheddar,Cheddar Reserve,Indonesian Local,365,Cow,36.1,71.2,2.21,Thermophilic,Acid,17.95,21,Halal,v3.0,Experimental,CHEM-118,2024-12-30,Review pending
795405,RCP46092,Cheddar,Cheddar Extra Aged,American Style,0,Cow,42.0,34.5,0.86,Mold-Ripened,Rennet,10.75,730,None,v1.0,Archived,CHEM-142,2022-08-21,Export grade
434957,RCP65024,Mozzarella,Mozzarella Young,English Classic,0,Cow,31.9,56.5,1.97,Mixed Culture,Rennet,16.17,180,ISO22000,v1.1,Active,CHEM-125,2019-01-11,Export grade
238365,RCP21889,Ricotta,Ricotta Reserve,American Style,0,Cow,15.9,71.6,1.09,Mold-Ripened,Rennet,13.94,180,Organic,v3.1,Active,CHEM-102,2022-11-24,Export grade
566047,RCP35841,Brie,Brie Classic,Dutch Heritage,180,Mixed,43.9,54.9,1.98,Mesophilic,Rennet,17.69,21,Halal,v3.1,Active,CHEM-118,2024-07-05,Pilot batch
467747,RCP85715,Cheddar,Cheddar Classic,Swiss Alpine,0,Cow,18.3,21.7,0.55,Mold-Ripened,Rennet,17.91,365,ISO22000,v1.1,Archived,CHEM-103,2019-04-16,Award-winning formula
369447,RCP59149,Parmesan,Parmesan Classic,American Style,30,Cow,24.6,41.8,1.96,Thermophilic,Rennet,9.78,365,None,v3.0,Discontinued,CHEM-112,2022-02-11,Pilot batch
926506,RCP68754,Gouda,Gouda Bold,Swiss Alpine,90,Cow,40.6,64.5,2.06,Thermophilic,Rennet,14.51,30,Halal,v4.0,Archived,CHEM-119,2022-08-11,High demand
762667,RCP93371,Cheddar,Cheddar Artisan,French Artisan,0,Mixed,42.6,30.3,1.47,Mesophilic,Enzymatic,15.42,21,Halal,v4.0,Active,CHEM-109,2021-11-02,Seasonal only
860973,RCP89202,Brie,Brie Reserve,Dutch Heritage,0,Cow,33.9,69.2,3.64,Thermophilic,Acid,11.89,60,Kosher,v2.1,In Review,CHEM-133,2024-08-19,Seasonal only
566066,RCP25844,Parmesan,Parmesan Extra Aged,Traditional Italian,365,Mixed,19.9,33.8,3.65,Thermophilic,Rennet,18.05,30,Kosher,v2.1,Active,CHEM-114,2021-07-24,Seasonal only
336693,RCP47469,Cheddar,Cheddar Artisan,Traditional Italian,0,Cow,18.0,72.8,3.07,Thermophilic,Rennet,14.68,730,None,v3.0,Active,CHEM-121,2021-06-18,Review pending
762681,RCP45074,Mozzarella,Mozzarella Artisan,Traditional Italian,60,Cow,21.3,56.1,3.06,Mold-Ripened,Acid,9.82,730,Kosher,v3.0,Active,CHEM-131,2022-09-07,Pilot batch
729914,RCP25368,Parmesan,Parmesan Light,Traditional Italian,90,Cow,40.7,67.8,1.33,Mold-Ripened,Rennet,12.16,14,Halal,v2.1,Active,CHEM-129,2022-07-13,Review pending
828228,RCP88116,Gouda,Gouda Extra Aged,English Classic,60,Cow,18.3,62.8,0.99,Mold-Ripened,Rennet,12.23,90,Halal,v2.1,Active,CHEM-123,2019-07-20,Standard production
697159,RCP31367,Brie,Brie Bold,Indonesian Local,90,Mixed,29.4,45.3,1.86,Mesophilic,Rennet,11.33,21,Halal,v4.0,Archived,CHEM-134,2019-02-03,Standard production
402247,RCP27409,Mozzarella,Mozzarella Premium,American Style,0,Cow,27.5,38.7,2.07,Mold-Ripened,Rennet,11.5,730,Halal,v2.0,Active,CHEM-125,2024-02-09,Seasonal only
271182,RCP95298,Gouda,Gouda Extra Aged,American Style,0,Buffalo,13.8,46.5,1.02,Washed Rind,Rennet,12.26,365,Halal,v2.1,Active,CHEM-103,2022-11-13,Award-winning formula
336729,RCP58432,Brie,Brie Light,American Style,365,Mixed,37.6,20.6,2.83,Thermophilic,Enzymatic,17.98,90,None,v2.1,Active,CHEM-105,2019-02-22,Review pending
631644,RCP27244,Gouda,Gouda Reserve,American Style,60,Cow,12.1,25.3,3.08,Mixed Culture,Rennet,12.47,90,Halal,v1.0,Active,CHEM-124,2021-07-30,Award-winning formula
762720,RCP84507,Cheddar,Cheddar Reserve,French Artisan,0,Cow,26.9,53.7,1.55,Mold-Ripened,Acid,8.83,180,ISO22000,v2.0,Discontinued,CHEM-113,2023-09-22,Pilot batch
762721,RCP69595,Ricotta,Ricotta Light,French Artisan,30,Cow,40.2,70.4,0.69,Washed Rind,Acid,15.62,365,None,v1.0,Archived,CHEM-130,2022-12-01,Pilot batch
762726,RCP51491,Brie,Brie Premium,Fusion Modern,0,Cow,18.8,49.3,2.44,Natural,Heat-Acid,13.35,60,Halal+Organic,v3.0,In Review,CHEM-121,2020-04-24,Export grade
893803,RCP34814,Cheddar,Cheddar Premium,Traditional Italian,90,Cow,37.8,62.2,2.53,Mold-Ripened,Rennet,12.61,60,Organic,v2.1,Discontinued,CHEM-134,2019-12-22,Pilot batch
435055,RCP72397,Gouda,Gouda Young,Swiss Alpine,30,Mixed,28.9,34.3,1.78,Washed Rind,Acid,19.09,365,Organic,v1.1,Discontinued,CHEM-143,2020-04-23,High demand
271217,RCP17073,Gouda,Gouda Artisan,English Classic,365,Mixed,20.1,59.0,2.09,Washed Rind,Acid,10.49,730,None,v4.0,Experimental,CHEM-118,2022-10-15,Award-winning formula
861042,RCP84764,Ricotta,Ricotta Reserve,Swiss Alpine,60,Cow,23.5,64.4,1.82,Natural,Rennet,17.58,30,Halal,v3.0,Active,CHEM-128,2023-08-11,Award-winning formula
238451,RCP58338,Mozzarella,Mozzarella Classic,American Style,365,Cow,18.7,25.8,2.83,Mixed Culture,Rennet,11.94,90,None,v1.1,Active,CHEM-147,2024-11-12,Seasonal only
500610,RCP15787,Camembert,Camembert Young,Fusion Modern,0,Goat,29.0,50.5,0.89,Thermophilic,Rennet,8.28,730,Halal,v2.1,Active,CHEM-122,2023-06-27,Pilot batch
762757,RCP88621,Colby,Colby Young,Indonesian Local,0,Cow,35.6,30.0,2.16,Washed Rind,Rennet,16.75,90,Halal,v2.1,Active,CHEM-110,2024-05-12,Award-winning formula
926598,RCP14113,Cheddar,Cheddar Premium,American Style,90,Mixed,27.1,51.6,1.65,Natural,Heat-Acid,10.54,730,Halal,v1.0,Active,CHEM-129,2020-01-08,High demand
566151,RCP58225,Ricotta,Ricotta Extra Aged,Indonesian Local,30,Cow,14.5,36.4,3.45,Mesophilic,Rennet,14.65,365,Halal,v3.0,Active,CHEM-134,2019-11-01,Pilot batch
762761,RCP39168,Gouda,Gouda Extra Aged,Traditional Italian,0,Cow,26.2,47.4,3.7,Thermophilic,Rennet,21.09,365,Halal,v2.0,Archived,CHEM-138,2021-10-17,Standard production
631691,RCP57677,Camembert,Camembert Classic,French Artisan,0,Goat,14.3,31.0,0.78,Thermophilic,Acid,16.29,30,Organic,v1.1,Archived,CHEM-144,2020-04-22,Domestic market
598926,RCP75771,Ricotta,Ricotta Bold,Traditional Italian,30,Cow,31.3,23.1,1.13,Natural,Rennet,13.49,60,None,v4.0,Discontinued,CHEM-143,2022-12-15,Pilot batch
664471,RCP27033,Colby,Colby Extra Aged,Traditional Italian,90,Cow,33.4,39.5,2.41,Washed Rind,Rennet,17.0,365,Halal,v3.0,Discontinued,CHEM-109,2020-05-07,Pilot batch
893847,RCP87737,Colby,Colby Bold,American Style,90,Goat,13.2,29.6,3.0,Mesophilic,Enzymatic,11.91,730,None,v2.1,Archived,CHEM-124,2021-12-16,Domestic market
172951,RCP68393,Gouda,Gouda Reserve,Indonesian Local,0,Sheep,30.5,66.6,0.66,Mold-Ripened,Acid,15.42,365,Halal+Organic,v2.1,Experimental,CHEM-114,2024-03-19,High demand
402334,RCP43251,Brie,Brie Extra Aged,French Artisan,90,Cow,20.1,22.6,1.4,Natural,Acid,16.53,730,Halal+Organic,v1.1,In Review,CHEM-119,2024-02-17,Seasonal only
959394,RCP29011,Brie,Brie Bold,Swiss Alpine,0,Cow,10.9,44.9,1.12,Mixed Culture,Rennet,8.14,60,Organic,v3.1,Active,CHEM-115,2022-06-30,Award-winning formula
893860,RCP58003,Emmental,Emmental Classic,Fusion Modern,60,Goat,11.5,41.3,3.26,Mixed Culture,Rennet,17.69,90,Halal+Organic,v2.0,Archived,CHEM-110,2019-05-21,Standard production
533415,RCP26916,Mozzarella,Mozzarella Extra Aged,Traditional Italian,730,Sheep,15.5,71.9,1.62,Natural,Acid,16.51,30,Halal,v4.0,Experimental,CHEM-148,2021-08-10,Review pending
205735,RCP32413,Ricotta,Ricotta Premium,American Style,0,Cow,43.1,45.5,2.41,Mold-Ripened,Rennet,16.8,180,Halal,v4.0,Active,CHEM-113,2020-06-08,Award-winning formula
762792,RCP61132,Gouda,Gouda Bold,French Artisan,60,Cow,39.1,66.8,2.2,Thermophilic,Heat-Acid,9.61,21,Halal,v2.0,Active,CHEM-128,2020-06-10,Seasonal only
631722,RCP20292,Cheddar,Cheddar Extra Aged,Fusion Modern,90,Cow,25.5,38.5,1.74,Mold-Ripened,Rennet,20.26,30,Organic,v3.0,In Review,CHEM-129,2023-04-29,Award-winning formula
500652,RCP50818,Parmesan,Parmesan Light,Traditional Italian,60,Cow,20.9,73.2,3.93,Thermophilic,Rennet,18.23,30,ISO22000,v1.1,Active,CHEM-144,2021-12-30,Export grade
140206,RCP81789,Mozzarella,Mozzarella Classic,Indonesian Local,30,Cow,25.0,52.2,1.88,Washed Rind,Rennet,19.57,30,None,v3.0,Archived,CHEM-143,2023-06-30,Pilot batch
893872,RCP17265,Camembert,Camembert Light,American Style,0,Cow,15.1,73.7,3.64,Mixed Culture,Rennet,18.97,90,None,v2.0,Active,CHEM-131,2022-06-09,High demand
664496,RCP83603,Cheddar,Cheddar Artisan,Traditional Italian,0,Goat,28.2,32.1,3.89,Thermophilic,Rennet,9.87,365,None,v2.0,Discontinued,CHEM-116,2022-05-14,Domestic market
893874,RCP75764,Gouda,Gouda Extra Aged,Swiss Alpine,0,Mixed,41.5,56.4,2.06,Mixed Culture,Acid,18.28,730,Halal,v1.0,Experimental,CHEM-103,2020-05-17,Domestic market
500663,RCP30801,Colby,Colby Bold,Swiss Alpine,60,Cow,37.3,68.7,1.27,Washed Rind,Rennet,9.67,14,Halal+Organic,v4.0,Active,CHEM-125,2024-09-04,Pilot batch
861131,RCP96830,Mozzarella,Mozzarella Bold,Fusion Modern,30,Cow,26.1,47.9,3.21,Washed Rind,Rennet,16.15,365,Halal,v3.1,Discontinued,CHEM-139,2023-06-28,Domestic market
631758,RCP91394,Gouda,Gouda Extra Aged,Fusion Modern,60,Mixed,11.1,71.7,0.95,Natural,Rennet,19.16,180,Halal,v3.1,Active,CHEM-140,2024-02-26,Export grade
992211,RCP68821,Ricotta,Ricotta Classic,French Artisan,0,Cow,16.5,69.6,2.16,Mesophilic,Rennet,10.88,21,Halal,v3.1,Active,CHEM-102,2020-01-17,Review pending
566227,RCP16538,Emmental,Emmental Artisan,Fusion Modern,60,Cow,34.2,35.6,1.84,Mesophilic,Rennet,10.11,60,Halal,v4.0,Archived,CHEM-143,2022-12-04,Review pending
533459,RCP93901,Brie,Brie Premium,Dutch Heritage,180,Cow,21.9,59.9,1.6,Natural,Rennet,9.35,90,Halal,v3.0,Archived,CHEM-108,2023-06-14,Award-winning formula
500692,RCP60281,Parmesan,Parmesan Premium,Indonesian Local,0,Goat,30.1,54.1,2.14,Washed Rind,Enzymatic,17.51,180,None,v2.1,Archived,CHEM-106,2022-07-24,Award-winning formula
238548,RCP89752,Camembert,Camembert Young,French Artisan,60,Cow,41.5,47.0,0.85,Mixed Culture,Acid,9.6,180,Halal+Organic,v4.0,Archived,CHEM-145,2023-10-08,Award-winning formula
664533,RCP62833,Camembert,Camembert Bold,Indonesian Local,180,Mixed,42.3,70.0,2.81,Thermophilic,Rennet,20.87,90,Kosher,v3.0,Active,CHEM-110,2024-10-09,High demand
533469,RCP68139,Brie,Brie Light,Swiss Alpine,30,Mixed,16.1,46.0,2.87,Thermophilic,Heat-Acid,12.47,60,None,v2.1,Active,CHEM-146,2024-08-03,Award-winning formula
697312,RCP69626,Ricotta,Ricotta Classic,Fusion Modern,0,Cow,43.5,44.5,3.7,Mesophilic,Heat-Acid,18.64,90,Organic,v1.0,Archived,CHEM-146,2022-04-05,Export grade
140258,RCP64278,Cheddar,Cheddar Artisan,Indonesian Local,0,Cow,10.9,22.8,2.8,Mold-Ripened,Rennet,19.41,90,None,v3.0,In Review,CHEM-112,2023-09-18,Review pending
664547,RCP92996,Parmesan,Parmesan Light,American Style,0,Cow,21.3,66.9,1.32,Mold-Ripened,Rennet,16.79,21,None,v2.0,Active,CHEM-121,2023-10-27,High demand
533481,RCP42688,Cheddar,Cheddar Artisan,Dutch Heritage,730,Cow,38.9,36.7,0.95,Mesophilic,Acid,11.99,21,Halal,v1.1,Active,CHEM-140,2021-07-08,Domestic market
238569,RCP26980,Cheddar,Cheddar Reserve,American Style,60,Buffalo,32.2,58.4,3.56,Mixed Culture,Acid,17.57,21,Kosher,v3.1,Active,CHEM-126,2024-08-19,High demand
730091,RCP17972,Gouda,Gouda Reserve,Traditional Italian,180,Goat,18.9,70.1,1.33,Mixed Culture,Rennet,10.32,21,None,v2.1,In Review,CHEM-127,2022-02-27,Export grade
795629,RCP68187,Gouda,Gouda Bold,English Classic,730,Cow,27.3,34.8,0.6,Thermophilic,Rennet,19.89,60,None,v1.0,Archived,CHEM-102,2023-01-06,Export grade
533493,RCP14845,Parmesan,Parmesan Artisan,Fusion Modern,90,Cow,35.8,30.9,3.76,Thermophilic,Acid,17.92,180,Kosher,v2.0,Active,CHEM-142,2021-08-07,Domestic market
336885,RCP44052,Mozzarella,Mozzarella Extra Aged,French Artisan,30,Buffalo,44.2,34.8,3.53,Mold-Ripened,Rennet,14.27,90,Halal,v2.0,Active,CHEM-102,2020-09-19,Export grade
