equipment_id,asset_tag,equipment_name,equipment_type,manufacturer,model_number,serial_number,installation_date,last_maintenance_date,next_maintenance_due,plant_area,capacity_liters_hr,power_consumption_kw,status,maintenance_contract,asset_value_idr,depreciation_years,responsible_team,iot_enabled,notes
5022619,AST638244,Tetra Pak Cooling Tank Mini,Cooling Tank,Alfa Laval,MDL-8068-C,SN10179127,2013-09-19,2015-03-03,2024-03-12,Laboratory,2423.0,168.0,Operational,Full Service,6247230000.0,20,Engineering A,No,Recently overhauled
4563868,AST944433,Feldmeier Pasteurizer Standard,Pasteurizer,Scherjon,MDL-8364-D,SN53104729,2014-03-02,2024-07-19,2026-12-22,Laboratory,1079.0,249.5,Operational,Extended Warranty,2368320000.0,5,Utilities,No,Backup unit
9642911,AST980498,Tetra Pak Filling Machine Industrial,Filling Machine,Krones,MDL-8456-D,SN94254369,2009-04-12,2011-08-07,2025-09-12,Processing,626.0,52.6,Standby,None,815320000.0,20,External Contractor,No,Good condition
6464416,AST751130,Tetra Pak Pasteurizer Elite,Pasteurizer,GEA Group,MDL-7671-D,SN71835017,2014-02-02,2022-10-21,2026-01-09,Loading Dock,874.0,338.3,Operational,Full Service,2043330000.0,7,Operations,No,High performer
9773986,AST270816,Feldmeier Filling Machine Standard,Filling Machine,GEA Group,MDL-2835-B,SN83011330,2010-04-08,2014-11-21,2025-04-12,Laboratory,156.0,183.6,Operational,None,879690000.0,15,Engineering B,Yes,High performer
2040739,AST890738,Tetra Pak Centrifuge Mini,Centrifuge,Scherjon,MDL-9973-C,SN35677168,2009-03-07,2011-09-29,2025-08-29,Aging Room,2487.0,58.5,Operational,Full Service,17799460000.0,20,Utilities,Yes,Aging unit
4236195,AST407049,Pasilac Cooling Tank Industrial,Cooling Tank,Scherjon,MDL-5279-A,SN16307196,2015-10-10,2019-05-12,2025-09-02,Receiving,1808.0,269.2,Operational,Full Service,11593020000.0,15,Operations,Yes,Vibration issue
4334501,AST522328,Tetra Pak Pasteurizer Compact,Pasteurizer,Alfa Laval,MDL-4687-D,SN71077288,2017-01-30,2024-02-14,2024-06-13,Processing,688.0,455.6,Decommissioned,None,6891870000.0,7,Operations,Yes,Scheduled for replacement
7512999,AST333009,Paul Mueller UHT Unit Standard,UHT Unit,Krones,MDL-1670-E,SN45070339,2007-09-01,2021-11-01,2025-12-26,CIP Room,3066.0,186.8,Operational,None,2592440000.0,5,Operations,Yes,Good condition
2794408,AST786754,SPX Flow Cooling Tank Standard,Cooling Tank,Krones,MDL-4666-B,SN13016151,2011-01-05,2022-06-03,2025-02-04,CIP Room,782.0,482.3,Under Maintenance,None,1795650000.0,10,Utilities,No,Backup unit
4137901,AST726095,OMVE Pasteurizer Standard,Pasteurizer,Alfa Laval,MDL-5717-A,SN83142743,2022-05-23,2024-04-26,2025-07-05,CIP Room,2015.0,29.9,Operational,Full Service,1800430000.0,10,External Contractor,No,Recently overhauled
5448621,AST997233,Feldmeier Centrifuge Plus,Centrifuge,Paul Mueller,MDL-1651-D,SN75280534,2008-11-23,2023-04-29,2026-12-26,Processing,8028.0,351.9,Operational,Full Service,36491410000.0,20,Utilities,Yes,Vibration issue
3810223,AST157707,SPX Flow Homogenizer Mini,Homogenizer,GEA Group,MDL-5807-C,SN30073188,2009-02-27,2012-02-14,2024-10-04,Aging Room,2176.0,349.1,Under Maintenance,Parts Only,41816990000.0,7,Utilities,No,High performer
2171825,AST297342,GEA Group CIP System Mini,CIP System,Paul Mueller,MDL-7026-E,SN97083914,2015-07-31,2019-08-20,2024-03-28,Aging Room,1822.0,342.7,Under Maintenance,Labour Only,708510000.0,5,Engineering A,No,Vibration issue
4727734,AST759310,Tetra Pak Vat Cheese Maker Elite,Vat Cheese Maker,Feldmeier,MDL-5662-E,SN63259771,2022-10-17,2022-11-26,2026-12-22,CIP Room,364.0,74.3,Operational,Parts Only,4885650000.0,5,External Contractor,Yes,Aging unit
6955958,AST321783,Pasilac Homogenizer Pro,Homogenizer,Paul Mueller,MDL-2323-B,SN74082128,2017-09-14,2018-05-04,2024-11-21,Loading Dock,1249.0,360.2,Operational,None,888450000.0,7,Utilities,No,Critical line
7087035,AST115598,SPX Flow Centrifuge Plus,Centrifuge,Krones,MDL-3494-B,SN16139691,2011-07-19,2018-09-30,2025-11-04,Loading Dock,1580.0,76.1,Operational,Extended Warranty,13864740000.0,15,Engineering B,No,Recently overhauled
6038462,AST991069,OMVE Homogenizer Elite,Homogenizer,Paul Mueller,MDL-3064-E,SN51895608,2010-05-04,2015-06-21,2024-08-11,Laboratory,1189.0,196.3,Operational,Extended Warranty,276752410000.0,15,Operations,Yes,High performer
2827202,AST820645,Pasilac Centrifuge Plus,Centrifuge,Scherjon,MDL-9933-B,SN25788804,2019-10-17,2024-06-09,2024-09-11,Packaging,981.0,481.3,Operational,None,1668760000.0,10,External Contractor,No,Vibration issue
2433987,AST484527,Tetra Pak Filling Machine Pro,Filling Machine,Scherjon,MDL-5380-D,SN97850966,2008-06-25,2013-07-20,2026-05-23,Receiving,182.0,62.5,Under Maintenance,Full Service,1303440000.0,20,Engineering B,Yes,Good condition
3515333,AST386418,Pasilac Cooling Tank Compact,Cooling Tank,Tetra Pak,MDL-1559-E,SN49686107,2005-09-11,2015-08-01,2026-08-21,CIP Room,269.0,64.1,Operational,Parts Only,2228110000.0,20,Utilities,Yes,Backup unit
4105158,AST258412,OMVE Cooling Tank Standard,Cooling Tank,GEA Group,MDL-6960-A,SN95045079,2021-09-03,2023-09-21,2025-10-18,Cold Storage,1210.0,356.7,Standby,Full Service,10112380000.0,15,Operations,Yes,Recently overhauled
9708491,AST591733,SPX Flow Cooling Tank Compact,Cooling Tank,OMVE,MDL-1298-C,SN39759396,2022-10-04,2023-06-15,2024-03-21,Loading Dock,5445.0,499.4,Under Maintenance,Full Service,2447750000.0,10,Operations,No,Aging unit
2040782,AST278975,Paul Mueller CIP System Compact,CIP System,Krones,MDL-1824-B,SN68702654,2017-08-15,2019-10-09,2024-10-29,CIP Room,1597.0,296.8,Out of Service,Full Service,17787520000.0,5,Utilities,Yes,Critical line
7676879,AST662090,Scherjon Butter Churn Mini,Butter Churn,Tetra Pak,MDL-8331-B,SN93620510,2007-12-19,2021-04-10,2026-02-22,Laboratory,279.0,169.8,Operational,None,3142640000.0,20,Utilities,Yes,Good condition
9282515,AST837310,Pasilac Vat Cheese Maker Elite,Vat Cheese Maker,Alfa Laval,MDL-2459-D,SN38006916,2015-06-27,2023-07-10,2024-09-21,Laboratory,1994.0,425.1,Operational,Full Service,222778310000.0,15,Engineering A,No,Recently overhauled
7414739,AST416023,Pasilac Centrifuge Pro,Centrifuge,Alfa Laval,MDL-9486-E,SN66355241,2016-07-24,2019-12-03,2024-04-15,Aging Room,7488.0,374.1,Operational,None,29495820000.0,10,External Contractor,No,Backup unit
2663386,AST197749,OMVE Filling Machine Industrial,Filling Machine,GEA Group,MDL-3754-D,SN34211922,2015-06-17,2016-06-20,2025-08-23,Laboratory,531.0,9.9,Under Maintenance,Extended Warranty,4753280000.0,7,External Contractor,Yes,Scheduled for replacement
4662235,AST154014,Pasilac Centrifuge Standard,Centrifuge,Paul Mueller,MDL-5395-E,SN48952944,2005-03-13,2023-06-27,2024-09-21,CIP Room,1577.0,490.3,Operational,Full Service,1089240000.0,10,Utilities,No,Critical line
5252061,AST918488,OMVE Centrifuge Elite,Centrifuge,Alfa Laval,MDL-3074-B,SN29823317,2017-01-01,2017-02-19,2025-02-02,CIP Room,933.0,319.8,Decommissioned,Parts Only,1516080000.0,10,Engineering B,No,Recently overhauled
6104034,AST194423,SPX Flow CIP System Compact,CIP System,SPX Flow,MDL-1708-A,SN99087688,2005-01-25,2013-09-06,2026-04-05,Packaging,2745.0,234.5,Under Maintenance,Extended Warranty,8085160000.0,10,Engineering A,Yes,Aging unit
2532330,AST359815,GEA Group Pasteurizer Compact,Pasteurizer,GEA Group,MDL-7472-D,SN10280236,2019-10-27,2024-06-20,2026-03-02,Laboratory,704.0,94.8,Standby,Full Service,41319980000.0,15,Operations,No,Aging unit
2958324,AST873436,Alfa Laval Pasteurizer Pro,Pasteurizer,OMVE,MDL-2412-A,SN49082490,2018-03-04,2022-07-02,2026-10-13,Packaging,699.0,51.9,Standby,Extended Warranty,16719760000.0,15,External Contractor,Yes,Recently overhauled
6366199,AST776919,SPX Flow UHT Unit Pro,UHT Unit,OMVE,MDL-5043-D,SN25322446,2018-08-31,2022-01-03,2026-01-04,Packaging,8756.0,371.3,Under Maintenance,Full Service,7375220000.0,20,Engineering B,No,Scheduled for replacement
5809148,AST947089,Feldmeier Filling Machine Mini,Filling Machine,Paul Mueller,MDL-7464-D,SN98460971,2021-06-17,2022-03-22,2024-03-02,Laboratory,4787.0,483.0,Under Maintenance,Parts Only,3116840000.0,20,Operations,Yes,Vibration issue
4105212,AST994296,Scherjon CIP System Compact,CIP System,SPX Flow,MDL-2112-A,SN33685903,2016-10-24,2021-06-03,2025-08-10,Loading Dock,755.0,142.1,Operational,None,42583290000.0,15,Engineering B,No,Scheduled for replacement
8004608,AST528356,Feldmeier Pasteurizer Pro,Pasteurizer,OMVE,MDL-4045-C,SN78593818,2019-07-09,2020-09-16,2026-04-21,Processing,2904.0,477.5,Operational,None,1345290000.0,15,Engineering B,Yes,Vibration issue
2466818,AST769869,Alfa Laval Filling Machine Mini,Filling Machine,Scherjon,MDL-7877-C,SN83056225,2017-09-08,2018-03-26,2024-01-23,CIP Room,845.0,293.0,Operational,None,6733000000.0,15,Operations,No,Backup unit
1745925,AST602224,Tetra Pak Homogenizer Standard,Homogenizer,Alfa Laval,MDL-7561-B,SN47031076,2012-07-03,2012-10-02,2026-01-02,Laboratory,9770.0,491.6,Under Maintenance,Labour Only,10971750000.0,10,Operations,Yes,High performer
1156101,AST902154,Paul Mueller Filling Machine Compact,Filling Machine,SPX Flow,MDL-9733-E,SN11280754,2009-12-18,2021-01-31,2026-07-28,Loading Dock,1720.0,110.1,Operational,Full Service,713950000.0,10,Utilities,Yes,Vibration issue
4826121,AST348509,Tetra Pak Cooling Tank Compact,Cooling Tank,Pasilac,MDL-9437-A,SN35385120,2008-10-31,2011-04-29,2025-09-28,Packaging,1744.0,316.6,Standby,Labour Only,2917820000.0,5,Engineering B,No,Good condition
6923277,AST911816,OMVE Pasteurizer Industrial,Pasteurizer,Scherjon,MDL-2792-C,SN17682227,2020-04-19,2020-05-28,2025-12-12,Laboratory,583.0,395.7,Under Maintenance,None,679250000.0,20,Engineering A,Yes,Good condition
6890510,AST992387,Tetra Pak Pasteurizer Mini,Pasteurizer,Paul Mueller,MDL-9462-B,SN44084112,2016-12-16,2020-06-01,2026-09-24,Packaging,538.0,430.8,Standby,Parts Only,10558280000.0,5,Utilities,No,Critical line
7578639,AST110719,GEA Group Vat Cheese Maker Plus,Vat Cheese Maker,Tetra Pak,MDL-8436-D,SN71256282,2007-10-07,2022-06-03,2024-12-17,Packaging,76.0,196.9,Operational,None,5509450000.0,7,External Contractor,No,Critical line
1680399,AST880641,Scherjon CIP System Industrial,CIP System,OMVE,MDL-5638-E,SN64047724,2014-03-19,2021-04-09,2025-07-09,CIP Room,2742.0,438.0,Operational,Full Service,25652150000.0,5,Engineering B,No,Good condition
3482639,AST827559,Paul Mueller Vat Cheese Maker Industrial,Vat Cheese Maker,Feldmeier,MDL-6289-D,SN49606028,2012-08-30,2023-05-23,2025-09-05,Aging Room,2705.0,245.3,Under Maintenance,None,9522690000.0,5,Operations,Yes,Scheduled for replacement
6857743,AST997962,Pasilac Vat Cheese Maker Mini,Vat Cheese Maker,Tetra Pak,MDL-1247-B,SN97821736,2005-07-20,2015-11-27,2025-07-31,Laboratory,909.0,287.5,Under Maintenance,Labour Only,4441720000.0,10,Engineering A,Yes,Aging unit
1188886,AST569783,Paul Mueller Filling Machine Mini,Filling Machine,Scherjon,MDL-8903-D,SN79412167,2015-12-14,2020-09-09,2025-07-03,Receiving,847.0,468.3,Operational,Labour Only,34850280000.0,5,External Contractor,No,Scheduled for replacement
3941403,AST532842,OMVE Dryer Elite,Dryer,Paul Mueller,MDL-6223-C,SN95662232,2012-05-10,2018-12-07,2026-09-15,Cold Storage,4663.0,83.9,Under Maintenance,None,2149500000.0,15,Engineering A,Yes,Backup unit
4891675,AST381568,Alfa Laval Filling Machine Max,Filling Machine,SPX Flow,MDL-4930-A,SN27051509,2007-09-25,2021-12-01,2025-04-11,Packaging,299.0,282.9,Under Maintenance,Extended Warranty,1229870000.0,10,Utilities,No,Backup unit
4105259,AST304873,Paul Mueller UHT Unit Compact,UHT Unit,Scherjon,MDL-8249-D,SN74594088,2019-01-29,2019-08-07,2025-05-21,Receiving,1640.0,391.0,Operational,Labour Only,9556110000.0,5,Engineering B,No,Good condition
7447598,AST948776,GEA Group Filling Machine Plus,Filling Machine,Pasilac,MDL-4387-E,SN83999737,2015-01-23,2015-07-24,2024-11-24,Aging Room,805.0,69.0,Under Maintenance,Full Service,824470000.0,10,Engineering A,No,Critical line
9315377,AST124388,Feldmeier Homogenizer Mini,Homogenizer,OMVE,MDL-6779-D,SN79957299,2018-09-25,2023-11-25,2024-06-24,Receiving,957.0,397.3,Operational,Parts Only,377050000.0,10,Engineering A,No,Good condition
7906356,AST819096,Scherjon Pasteurizer Compact,Pasteurizer,Tetra Pak,MDL-9323-A,SN72401376,2017-10-05,2017-10-09,2025-04-13,Aging Room,433.0,202.5,Operational,None,2497190000.0,15,Operations,No,Backup unit
5645366,AST798146,GEA Group Filling Machine Standard,Filling Machine,Pasilac,MDL-8141-C,SN76741982,2020-09-10,2022-09-05,2026-04-11,Processing,2236.0,223.7,Under Maintenance,Full Service,10039600000.0,5,External Contractor,No,Scheduled for replacement
7873591,AST236890,Krones Homogenizer Max,Homogenizer,Scherjon,MDL-6251-D,SN30326017,2021-09-05,2024-02-14,2024-06-14,Laboratory,7826.0,242.4,Operational,None,3966800000.0,5,Engineering A,Yes,Aging unit
6038588,AST217097,SPX Flow Centrifuge Standard,Centrifuge,Pasilac,MDL-3435-E,SN28841850,2016-02-15,2019-02-15,2026-05-11,Aging Room,370.0,362.1,Operational,Full Service,48607290000.0,5,Utilities,Yes,Scheduled for replacement
1745983,AST224654,Feldmeier Cooling Tank Industrial,Cooling Tank,OMVE,MDL-5270-B,SN10294592,2014-02-14,2021-10-11,2025-05-22,CIP Room,3878.0,76.8,Standby,None,7734020000.0,5,Utilities,No,Critical line
9217087,AST567648,Feldmeier Butter Churn Standard,Butter Churn,Paul Mueller,MDL-6469-D,SN47345106,2022-04-09,2023-08-27,2025-09-29,Cold Storage,2085.0,433.4,Operational,Parts Only,973570000.0,10,Utilities,No,Scheduled for replacement
2925638,AST298890,SPX Flow Cooling Tank Compact,Cooling Tank,Paul Mueller,MDL-2315-E,SN95642029,2020-01-18,2023-05-08,2026-01-14,Loading Dock,826.0,312.7,Operational,Full Service,5412620000.0,15,Engineering A,No,High performer
4924486,AST328880,Tetra Pak Homogenizer Standard,Homogenizer,Paul Mueller,MDL-7425-B,SN72891578,2005-12-17,2023-09-27,2025-01-06,Receiving,625.0,73.6,Operational,None,17061100000.0,5,Engineering A,Yes,Aging unit
5252169,AST968645,Feldmeier Dryer Plus,Dryer,Scherjon,MDL-8814-B,SN16588291,2022-09-12,2024-03-18,2026-03-29,Aging Room,1177.0,480.2,Operational,None,5344010000.0,15,Engineering A,Yes,Critical line
4695114,AST412810,Alfa Laval Pasteurizer Max,Pasteurizer,Scherjon,MDL-5372-E,SN55534774,2020-05-10,2023-09-21,2026-11-22,Receiving,571.0,364.7,Decommissioned,Full Service,7433480000.0,10,Engineering B,No,Scheduled for replacement
9020490,AST339155,SPX Flow Vat Cheese Maker Plus,Vat Cheese Maker,Feldmeier,MDL-7524-C,SN20345417,2010-09-04,2022-07-20,2024-05-17,Packaging,1018.0,485.4,Standby,Full Service,3219570000.0,15,External Contractor,Yes,Backup unit
2827340,AST476671,Pasilac Vat Cheese Maker Plus,Vat Cheese Maker,Paul Mueller,MDL-4920-C,SN60176100,2010-12-30,2018-03-22,2026-05-19,CIP Room,856.0,98.1,Operational,None,5227960000.0,10,Engineering A,Yes,Critical line
1287247,AST875910,Scherjon Dryer Pro,Dryer,SPX Flow,MDL-3966-C,SN47861324,2017-09-16,2024-05-04,2024-10-27,Loading Dock,600.0,214.1,Operational,Full Service,12956080000.0,7,Operations,Yes,Aging unit
3646543,AST551061,SPX Flow Vat Cheese Maker Industrial,Vat Cheese Maker,Alfa Laval,MDL-4988-E,SN94480708,2012-10-16,2019-08-07,2024-12-05,Aging Room,172.0,8.3,Standby,Full Service,17006810000.0,15,External Contractor,No,Recently overhauled
2368596,AST692436,Paul Mueller Vat Cheese Maker Elite,Vat Cheese Maker,Feldmeier,MDL-1591-D,SN73919028,2005-04-19,2014-05-13,2024-03-15,Cold Storage,14299.0,3.0,Operational,None,13125780000.0,10,Utilities,No,High performer
2729046,AST954940,Pasilac CIP System Standard,CIP System,OMVE,MDL-4713-C,SN25665730,2021-03-12,2022-12-17,2025-01-03,CIP Room,158.0,280.8,Decommissioned,Labour Only,10387410000.0,5,Utilities,Yes,Good condition
7119965,AST417604,Pasilac Pasteurizer Pro,Pasteurizer,Krones,MDL-6850-A,SN78897320,2009-10-19,2010-09-09,2024-09-12,Receiving,506.0,227.7,Operational,Parts Only,6637550000.0,7,Engineering B,No,Scheduled for replacement
1909855,AST335150,Krones Centrifuge Pro,Centrifuge,Alfa Laval,MDL-6475-B,SN89694217,2013-03-13,2019-11-06,2025-01-20,Laboratory,12441.0,134.0,Under Maintenance,Parts Only,420766420000.0,5,Operations,No,Aging unit
9479267,AST420232,SPX Flow Dryer Max,Dryer,Pasilac,MDL-6970-A,SN62487552,2012-03-03,2012-06-03,2024-02-15,Packaging,2795.0,404.7,Operational,Full Service,495250000.0,5,External Contractor,No,Recently overhauled
8463464,AST519806,Pasilac Vat Cheese Maker Standard,Vat Cheese Maker,Scherjon,MDL-9423-D,SN25672933,2016-05-13,2022-06-02,2025-07-20,Packaging,2407.0,342.8,Under Maintenance,Parts Only,16977230000.0,15,External Contractor,Yes,Backup unit
1811563,AST516310,Feldmeier Butter Churn Plus,Butter Churn,Scherjon,MDL-5505-B,SN26848796,2014-04-13,2020-04-18,2024-07-27,Aging Room,878.0,346.2,Operational,Full Service,969940000.0,10,Engineering A,No,High performer
4924527,AST472648,Krones Vat Cheese Maker Plus,Vat Cheese Maker,Feldmeier,MDL-4291-A,SN18869538,2014-05-16,2015-12-08,2026-09-08,Processing,1309.0,480.0,Operational,Extended Warranty,2179490000.0,10,Engineering B,Yes,Backup unit
2794613,AST835611,Scherjon UHT Unit Pro,UHT Unit,GEA Group,MDL-9485-D,SN82056512,2007-09-11,2016-01-27,2025-01-21,Receiving,1409.0,63.0,Standby,None,5935800000.0,7,Utilities,No,Scheduled for replacement
1025142,AST464485,Paul Mueller CIP System Compact,CIP System,OMVE,MDL-7773-A,SN64753928,2019-10-21,2021-10-17,2024-06-15,Cold Storage,1145.0,117.5,Standby,None,3965550000.0,20,Engineering B,Yes,Critical line
5448827,AST855055,Paul Mueller Centrifuge Mini,Centrifuge,Scherjon,MDL-6911-E,SN20365212,2017-08-12,2019-06-30,2025-05-08,Receiving,78.0,129.2,Standby,Parts Only,48091560000.0,10,Engineering A,Yes,Recently overhauled
4400252,AST642684,Paul Mueller Centrifuge Compact,Centrifuge,Tetra Pak,MDL-8237-C,SN20255664,2018-05-09,2021-10-26,2026-04-06,Processing,2927.0,466.4,Operational,Parts Only,9984540000.0,7,External Contractor,Yes,Vibration issue
5186690,AST698990,Krones CIP System Compact,CIP System,Krones,MDL-9773-D,SN35405154,2005-03-05,2011-06-20,2024-10-03,Cold Storage,3630.0,457.9,Operational,Labour Only,17593900000.0,7,Engineering A,No,Vibration issue
6825092,AST318197,Pasilac Vat Cheese Maker Pro,Vat Cheese Maker,Scherjon,MDL-8450-D,SN55254503,2010-12-26,2017-06-30,2026-08-23,Laboratory,1607.0,243.3,Operational,Parts Only,30487490000.0,5,Operations,Yes,Recently overhauled
8496263,AST651162,Alfa Laval Dryer Industrial,Dryer,Feldmeier,MDL-7013-A,SN33445121,2006-07-17,2012-03-25,2024-08-23,Receiving,7207.0,353.3,Under Maintenance,Parts Only,17008730000.0,10,External Contractor,Yes,Critical line
8234120,AST618129,Scherjon Homogenizer Compact,Homogenizer,OMVE,MDL-8433-B,SN43694108,2012-09-25,2023-02-16,2026-02-20,Loading Dock,166.0,363.8,Operational,Full Service,19777900000.0,7,External Contractor,No,High performer
9544845,AST978176,Alfa Laval Centrifuge Compact,Centrifuge,Krones,MDL-6410-B,SN70594739,2016-08-31,2019-04-21,2025-07-25,Aging Room,803.0,230.8,Operational,Full Service,4783740000.0,20,Operations,Yes,Aging unit
7054494,AST730918,OMVE Homogenizer Mini,Homogenizer,Scherjon,MDL-2674-E,SN85781440,2018-01-13,2023-08-07,2026-05-31,Cold Storage,1982.0,382.8,Operational,Full Service,30071820000.0,5,Engineering B,No,Recently overhauled
2401446,AST782163,OMVE CIP System Industrial,CIP System,Pasilac,MDL-1455-A,SN71314604,2012-08-09,2020-07-15,2026-12-02,Aging Room,868.0,51.9,Operational,None,5936800000.0,15,Engineering A,Yes,Recently overhauled
8496301,AST759557,Paul Mueller UHT Unit Mini,UHT Unit,GEA Group,MDL-2788-D,SN35982590,2012-08-07,2019-07-14,2024-03-19,Aging Room,6383.0,292.0,Standby,Labour Only,1800090000.0,15,Operations,Yes,Critical line
8299693,AST146846,Pasilac Cooling Tank Pro,Cooling Tank,SPX Flow,MDL-4935-C,SN13809925,2019-04-24,2021-03-16,2026-07-17,CIP Room,2926.0,481.7,Operational,Labour Only,8077280000.0,7,External Contractor,No,Backup unit
7709873,AST622706,Krones Butter Churn Max,Butter Churn,Feldmeier,MDL-4929-D,SN81725809,2016-07-13,2022-11-17,2024-08-04,Loading Dock,176.0,159.7,Operational,Full Service,11883830000.0,15,External Contractor,No,Scheduled for replacement
3843255,AST569090,OMVE CIP System Max,CIP System,Krones,MDL-1274-E,SN45325715,2019-07-09,2021-04-11,2024-07-29,Packaging,864.0,197.2,Decommissioned,Full Service,36825690000.0,20,Engineering B,No,Recently overhauled
8561848,AST313195,Feldmeier UHT Unit Plus,UHT Unit,Scherjon,MDL-6847-A,SN42460556,2011-08-01,2024-03-25,2024-04-26,Packaging,355.0,217.1,Decommissioned,Full Service,542720000.0,5,Operations,No,Aging unit
9446592,AST580874,Tetra Pak Filling Machine Elite,Filling Machine,Paul Mueller,MDL-1291-C,SN85506834,2022-05-14,2023-02-05,2025-11-14,Loading Dock,2689.0,222.3,Standby,Full Service,57592160000.0,15,Engineering B,No,Scheduled for replacement
2303169,AST186782,GEA Group Filling Machine Max,Filling Machine,Feldmeier,MDL-7523-A,SN44760905,2016-10-28,2019-01-27,2024-02-28,Loading Dock,1317.0,426.6,Operational,Full Service,4874080000.0,10,Engineering A,Yes,Backup unit
5547206,AST982188,Tetra Pak Filling Machine Elite,Filling Machine,OMVE,MDL-6077-E,SN22058765,2009-01-10,2023-10-05,2025-08-02,Cold Storage,973.0,384.2,Operational,Parts Only,2077940000.0,20,External Contractor,No,Scheduled for replacement
8561865,AST192741,Scherjon Cooling Tank Plus,Cooling Tank,Krones,MDL-5693-E,SN45039674,2017-09-04,2024-05-03,2025-06-15,Loading Dock,172.0,206.5,Operational,None,11777960000.0,20,Operations,No,Vibration issue
2335945,AST776141,Feldmeier Centrifuge Mini,Centrifuge,OMVE,MDL-4890-A,SN49901650,2015-05-14,2019-12-20,2024-07-03,Receiving,1585.0,345.8,Under Maintenance,None,20385520000.0,7,Engineering B,Yes,Recently overhauled
9577679,AST877942,Tetra Pak Pasteurizer Pro,Pasteurizer,Pasilac,MDL-3129-A,SN24140603,2006-05-08,2018-12-01,2024-10-09,Laboratory,781.0,111.8,Operational,Labour Only,4811190000.0,10,Utilities,No,Scheduled for replacement
3417297,AST735586,Feldmeier Centrifuge Mini,Centrifuge,SPX Flow,MDL-2934-D,SN64593123,2008-12-19,2013-11-24,2026-09-06,Cold Storage,3983.0,306.2,Standby,Parts Only,8781770000.0,15,Utilities,Yes,Good condition
2434262,AST723529,Krones Cooling Tank Pro,Cooling Tank,Krones,MDL-6146-C,SN63331854,2018-02-09,2020-10-25,2025-01-29,Receiving,2966.0,339.3,Operational,Full Service,7215840000.0,10,Engineering B,Yes,Good condition
7120090,AST849121,Tetra Pak Vat Cheese Maker Standard,Vat Cheese Maker,GEA Group,MDL-1262-A,SN59076756,2021-09-27,2024-05-20,2026-06-02,Laboratory,1338.0,47.3,Decommissioned,Labour Only,750740000.0,20,Utilities,No,High performer
9217250,AST988012,Krones Homogenizer Max,Homogenizer,Pasilac,MDL-5806-B,SN85246791,2018-10-22,2024-12-15,2025-01-05,Cold Storage,7145.0,143.1,Operational,Labour Only,7070700000.0,5,Operations,No,Recently overhauled
8234210,AST511952,SPX Flow Vat Cheese Maker Industrial,Vat Cheese Maker,Feldmeier,MDL-5490-A,SN81484498,2005-11-26,2017-01-17,2026-06-08,Laboratory,739.0,346.5,Under Maintenance,Full Service,30249170000.0,7,Engineering B,No,Aging unit
8234226,AST734909,Pasilac Centrifuge Industrial,Centrifuge,Pasilac,MDL-6956-A,SN65517806,2006-12-25,2009-07-23,2025-11-26,Aging Room,3547.0,206.5,Decommissioned,None,5805940000.0,5,Operations,No,High performer
9905397,AST538502,Paul Mueller CIP System Standard,CIP System,OMVE,MDL-7347-A,SN89657529,2022-11-29,2024-12-14,2025-10-14,CIP Room,5373.0,60.5,Operational,Labour Only,10015650000.0,10,Engineering B,Yes,Critical line
2630904,AST682765,GEA Group Filling Machine Max,Filling Machine,Feldmeier,MDL-7322-A,SN94133391,2009-07-12,2023-08-03,2026-09-25,Receiving,839.0,489.2,Operational,None,145417540000.0,10,Utilities,No,Vibration issue
5940474,AST240139,OMVE Butter Churn Elite,Butter Churn,Pasilac,MDL-6940-B,SN86202763,2014-05-21,2016-09-22,2024-02-29,Loading Dock,2055.0,237.6,Operational,None,3336580000.0,5,Operations,No,Good condition
2204925,AST351750,SPX Flow Centrifuge Elite,Centrifuge,SPX Flow,MDL-8996-A,SN44071848,2018-05-13,2020-02-15,2026-01-23,Cold Storage,306.0,399.3,Operational,Full Service,9559350000.0,7,Engineering B,Yes,Recently overhauled
8430845,AST791123,Pasilac Homogenizer Mini,Homogenizer,Feldmeier,MDL-2000-B,SN19448653,2021-03-07,2023-05-03,2024-02-29,Laboratory,8128.0,70.1,Operational,Full Service,24068250000.0,10,Utilities,Yes,High performer
3417343,AST739404,SPX Flow Homogenizer Mini,Homogenizer,Krones,MDL-7754-C,SN52974102,2018-05-04,2018-05-18,2025-09-27,Receiving,1347.0,380.2,Out of Service,Parts Only,304610000.0,5,Engineering A,No,Backup unit
4957450,AST659892,Alfa Laval CIP System Plus,CIP System,Tetra Pak,MDL-3907-C,SN98331931,2013-11-26,2018-06-02,2026-06-21,Receiving,1130.0,147.0,Operational,Parts Only,1903900000.0,10,Engineering A,Yes,Backup unit
4171019,AST642082,Krones Vat Cheese Maker Compact,Vat Cheese Maker,OMVE,MDL-8500-B,SN71654074,2014-03-09,2020-11-20,2026-02-04,Receiving,2109.0,113.5,Operational,Labour Only,2357990000.0,7,Engineering A,Yes,Backup unit
4924686,AST970576,Paul Mueller UHT Unit Standard,UHT Unit,Krones,MDL-8444-D,SN63001006,2017-11-13,2023-09-17,2024-12-24,CIP Room,3329.0,470.2,Operational,None,48563950000.0,15,Utilities,No,Aging unit
8168726,AST955918,OMVE Vat Cheese Maker Industrial,Vat Cheese Maker,OMVE,MDL-6787-C,SN46585168,2014-01-11,2015-04-23,2025-07-23,Packaging,1319.0,222.1,Under Maintenance,Labour Only,24075390000.0,10,Engineering B,No,Recently overhauled
