product_id,sku,product_name,category,brand,unit_of_measure,unit_price_idr,fat_content_pct,protein_content_pct,shelf_life_days,storage_temp_c,country_of_origin,halal_certified,is_active,min_order_qty,weight_per_unit_g,barcode,supplier_code,launch_date,notes
17925168,SKU242448,NaturaLac Yogurt Regular,Yogurt,InfantPure,250g pack,21800.0,17.1,23.0,14,15,Malaysia,No,Yes,24,200,2125267527754,SUP-134,2018-03-18,Discontinued soon
86901814,SKU678695,CheeseCraft Condensed Milk Premium,Condensed Milk,AlpineGold,1kg block,13200.0,26.6,20.6,30,-20,Australia,Yes,Yes,10,1000,7467996317219,SUP-152,2020-06-27,New launch
70714429,SKU596512,GreenPasture Fresh Milk Regular,Fresh Milk,CheeseCraft,kg,12100.0,16.3,24.2,14,-18,New Zealand,Yes,Yes,24,1000,7695246708843,SUP-168,2018-07-02,Export only
30049342,SKU519004,CheeseCraft Cheese Fortified,Cheese,CreamTop,250g pack,75500.0,27.6,7.5,21,4,Netherlands,Yes,No,10,370,7389518043840,SUP-139,2022-06-28,Discontinued soon
83690561,SKU408801,InfantPure Fresh Milk Full-cream,Fresh Milk,WheyPro,25kg bag,10500.0,19.5,14.4,30,-20,USA,No,Yes,12,250,2372455055556,SUP-136,2020-01-18,Award winner
29525059,SKU356411,DairyStar Baby Formula Premium,Baby Formula,InfantPure,2L carton,212100.0,6.4,29.5,90,8,USA,No,No,1,400,4608464106045,SUP-154,2021-09-16,New launch
62620746,SKU899402,PureMilk UHT Milk Full-cream,UHT Milk,InfantPure,kg,17800.0,32.5,27.7,14,4,Netherlands,Yes,Yes,48,500,8341889481554,SUP-163,2015-07-13,Discontinued soon
54363218,SKU377896,CreamTop Baby Formula Full-cream,Baby Formula,LactoFresh,25kg bag,87400.0,16.3,26.4,7,15,Australia,No,No,24,2000,1535369609105,SUP-125,2016-05-04,Discontinued soon
94995541,SKU998703,WheyPro Butter Low-fat,Butter,WheyPro,kg,44500.0,29.0,25.1,180,-20,Indonesia,No,Yes,100,250,8587805993583,SUP-104,2019-09-13,Best seller
18089048,SKU940945,CheeseCraft Fresh Milk Fortified,Fresh Milk,CheeseCraft,370g can,13800.0,39.3,19.3,7,4,New Zealand,Yes,Yes,5,400,2388908289735,SUP-110,2023-01-31,Best seller
66585690,SKU118115,AlpineGold Fresh Milk Organic,Fresh Milk,LactoFresh,Liter,11100.0,1.4,3.3,14,-18,USA,Yes,Yes,12,2000,7253406768155,SUP-176,2018-10-13,Discontinued soon
96830556,SKU846157,NaturaLac Cheese Fortified,Cheese,GreenPasture,500ml bottle,75700.0,36.3,26.9,90,4,Australia,Yes,No,12,500,4450949124746,SUP-160,2022-03-28,New launch
51643492,SKU408734,InfantPure Cheese Classic,Cheese,CheeseCraft,Liter,57400.0,30.5,2.1,365,6,Germany,Yes,No,1,1000,9628520063217,SUP-115,2020-04-06,New launch
73892970,SKU553065,CheeseCraft Cream Regular,Cream,PureMilk,400g tin,31200.0,15.4,2.9,365,8,New Zealand,Yes,Yes,100,500,5420718259140,SUP-178,2020-08-05,Export only
51807344,SKU132337,CheeseCraft Fresh Milk Organic,Fresh Milk,InfantPure,370g can,12200.0,30.7,1.6,14,8,Germany,Yes,Yes,12,1000,2339114092152,SUP-113,2019-12-09,Low margin
65012849,SKU961587,CreamTop Fresh Milk Premium,Fresh Milk,WheyPro,kg,13900.0,7.2,7.6,5,-20,Indonesia,Yes,Yes,48,250,8644742561697,SUP-156,2021-05-01,Award winner
71107700,SKU659915,GreenPasture UHT Milk Fortified,UHT Milk,InfantPure,200ml sachet,20800.0,27.4,7.4,5,6,Indonesia,Yes,Yes,1,200,2839838357953,SUP-169,2020-05-01,Seasonal
54953077,SKU619034,DairyStar Whey Powder Classic,Whey Powder,CheeseCraft,25kg bag,44600.0,26.0,7.4,730,15,Netherlands,No,Yes,48,370,3179945783224,SUP-131,2021-05-24,Domestic
76448892,SKU958724,CreamTop Baby Formula Full-cream,Baby Formula,CreamTop,400g tin,136800.0,38.4,11.6,7,25,New Zealand,Yes,Yes,48,500,7794383326486,SUP-153,2018-07-05,Export only
13206664,SKU690999,NaturaLac Whey Powder Organic,Whey Powder,InfantPure,370g can,56600.0,4.3,7.7,90,-20,Indonesia,Yes,Yes,5,200,4002891543987,SUP-142,2020-02-11,Seasonal
94635145,SKU255793,AlpineGold Ice Cream Mix Regular,Ice Cream Mix,NaturaLac,400g tin,55900.0,34.6,3.2,14,6,Indonesia,Yes,Yes,100,1000,6945012397089,SUP-113,2017-11-16,Discontinued soon
93422745,SKU268071,NaturaLac UHT Milk Full-cream,UHT Milk,CreamTop,500ml bottle,20500.0,18.6,11.1,730,-20,Germany,Yes,No,5,200,9227932223204,SUP-133,2022-03-02,Seasonal
10454170,SKU719356,LactoFresh Condensed Milk Fortified,Condensed Milk,DairyStar,25kg bag,24700.0,6.7,10.8,14,-18,France,Yes,Yes,1,25000,4005400472157,SUP-135,2017-11-15,Domestic
93488283,SKU414347,LactoFresh UHT Milk Full-cream,UHT Milk,CheeseCraft,Liter,21000.0,39.2,14.8,5,15,Indonesia,Yes,Yes,1,250,2254774724424,SUP-178,2020-03-02,Best seller
74122398,SKU179480,LactoFresh UHT Milk Organic,UHT Milk,LactoFresh,250g pack,13200.0,17.4,15.1,14,-18,Indonesia,Yes,No,48,370,8652426372495,SUP-149,2015-07-25,Seasonal
99058865,SKU819900,WheyPro Fresh Milk Classic,Fresh Milk,CreamTop,25kg bag,6200.0,30.8,30.0,730,-18,Australia,Yes,Yes,48,500,3055013412507,SUP-163,2017-11-09,Award winner
71894195,SKU492546,CreamTop Fresh Milk Low-fat,Fresh Milk,CreamTop,1kg block,12800.0,2.0,29.6,5,-20,Netherlands,Yes,Yes,24,250,1390569858930,SUP-137,2018-09-17,Seasonal
76547256,SKU609667,CreamTop Cheese Regular,Cheese,GreenPasture,250g pack,35900.0,30.6,7.2,365,25,Indonesia,No,Yes,1,1000,8299521431174,SUP-161,2022-11-02,Domestic
95093947,SKU564819,DairyStar Yogurt Fortified,Yogurt,AlpineGold,2L carton,14300.0,39.4,12.6,7,15,Indonesia,Pending,Yes,12,250,2507520520266,SUP-121,2019-11-23,Discontinued soon
88278204,SKU146134,GreenPasture Cheese Classic,Cheese,DairyStar,250g pack,71900.0,29.9,17.0,730,2,Indonesia,Yes,Yes,5,370,2598870268875,SUP-157,2017-10-15,Seasonal
14189761,SKU482805,CheeseCraft Whey Powder Organic,Whey Powder,AlpineGold,370g can,29600.0,18.0,9.6,180,20,Netherlands,Yes,No,48,400,4161170200967,SUP-153,2023-09-24,Best seller
64226500,SKU639509,DairyStar Yogurt Organic,Yogurt,LactoFresh,25kg bag,17800.0,0.7,15.0,365,4,Indonesia,Yes,Yes,10,500,6842157111227,SUP-149,2021-06-30,Export only
58361033,SKU748385,CheeseCraft Butter Fortified,Butter,DairyStar,Liter,26000.0,16.0,21.2,7,4,Netherlands,Yes,Yes,48,500,3404157994873,SUP-150,2021-09-20,Export only
65373393,SKU222151,AlpineGold Cheese Classic,Cheese,WheyPro,370g can,76900.0,4.9,25.8,21,2,Australia,Yes,Yes,10,370,7642331952877,SUP-162,2018-09-11,Seasonal
63374550,SKU259796,WheyPro UHT Milk Classic,UHT Milk,PureMilk,200ml sachet,13400.0,8.8,9.9,7,6,USA,Yes,No,5,200,9982264711345,SUP-135,2019-09-25,Export only
58557656,SKU295429,GreenPasture Cream Premium,Cream,CreamTop,2L carton,39400.0,25.8,21.0,5,2,New Zealand,No,Yes,1,500,7108234038866,SUP-141,2020-09-01,Low margin
65111258,SKU733914,PureMilk Yogurt Low-fat,Yogurt,PureMilk,Liter,16200.0,33.2,3.2,21,20,Indonesia,No,Yes,24,200,5324205298522,SUP-175,2018-04-16,Domestic
10388704,SKU966024,CheeseCraft Butter Full-cream,Butter,GreenPasture,250g pack,37900.0,3.0,25.6,14,-20,Indonesia,Yes,Yes,10,500,9298262406594,SUP-132,2016-05-14,Low margin
16581859,SKU123040,GreenPasture Cheese Low-fat,Cheese,DairyStar,kg,53600.0,13.0,27.3,5,-18,USA,No,Yes,12,370,5179716683014,SUP-164,2022-09-05,Export only
22021347,SKU278394,GreenPasture UHT Milk Premium,UHT Milk,PureMilk,2L carton,18200.0,22.8,23.9,730,20,Australia,Yes,Yes,48,25000,5016690058712,SUP-112,2019-03-28,Domestic
13010149,SKU869611,LactoFresh Cheese Organic,Cheese,LactoFresh,Liter,44000.0,20.6,16.0,730,6,Indonesia,Yes,No,24,200,1683900965513,SUP-129,2017-09-01,Low margin
73270502,SKU486373,NaturaLac Butter Full-cream,Butter,CreamTop,kg,28400.0,16.2,19.9,365,15,Australia,Yes,Yes,12,370,8913578358771,SUP-120,2017-01-15,Best seller
32179431,SKU653683,CreamTop UHT Milk Full-cream,UHT Milk,LactoFresh,Liter,11700.0,14.1,23.6,30,15,Indonesia,Yes,Yes,12,200,1989958779230,SUP-172,2016-03-01,Export only
84542698,SKU700195,CreamTop Yogurt Classic,Yogurt,AlpineGold,kg,10900.0,20.2,9.5,180,4,France,Yes,No,48,200,8145473847670,SUP-126,2018-01-10,Export only
82478319,SKU259211,InfantPure Fresh Milk Classic,Fresh Milk,LactoFresh,250g pack,8800.0,19.9,19.0,180,20,Germany,Yes,No,5,370,2331946599511,SUP-151,2016-08-05,Discontinued soon
73991413,SKU649105,InfantPure Yogurt Low-fat,Yogurt,DairyStar,500ml bottle,17500.0,18.6,8.6,365,25,Australia,No,Yes,10,25000,2981928329008,SUP-166,2018-07-26,Award winner
80839928,SKU756200,InfantPure Cheese Regular,Cheese,CreamTop,400g tin,32100.0,25.5,25.1,90,4,Indonesia,Yes,No,100,250,3702213748712,SUP-152,2016-10-24,Best seller
51807487,SKU180656,AlpineGold Butter Classic,Butter,NaturaLac,400g tin,31200.0,8.7,19.2,30,20,Germany,Yes,Yes,1,500,8799303400209,SUP-159,2022-08-11,Best seller
99386629,SKU503265,DairyStar Cheese Fortified,Cheese,NaturaLac,kg,33200.0,3.5,13.3,90,-20,Australia,Yes,Yes,100,25000,7782844539952,SUP-104,2020-08-05,Best seller
20481286,SKU523922,WheyPro UHT Milk Classic,UHT Milk,DairyStar,Liter,20900.0,23.2,2.4,7,2,Indonesia,Pending,Yes,5,200,8790595793021,SUP-109,2023-12-13,Domestic
62522630,SKU852396,GreenPasture Whey Powder Fortified,Whey Powder,CheeseCraft,250g pack,51400.0,20.6,19.5,365,20,USA,Yes,Yes,12,370,3568089093461,SUP-131,2020-07-09,Award winner
57574671,SKU647909,CreamTop Fresh Milk Fortified,Fresh Milk,PureMilk,Liter,10400.0,20.7,16.2,90,25,France,Yes,Yes,10,250,6714096799390,SUP-125,2021-11-12,Best seller
17237283,SKU464997,PureMilk Fresh Milk Classic,Fresh Milk,DairyStar,250g pack,11900.0,37.3,17.6,90,4,New Zealand,Yes,Yes,1,250,3539590229991,SUP-102,2016-11-03,Discontinued soon
53609767,SKU166821,CreamTop Butter Premium,Butter,DairyStar,kg,19700.0,2.0,19.0,30,20,Indonesia,Yes,Yes,100,370,1406019009784,SUP-145,2022-07-25,Domestic
56788268,SKU601028,NaturaLac Yogurt Fortified,Yogurt,CreamTop,kg,18300.0,35.4,26.0,365,15,France,Yes,Yes,10,250,7954115998688,SUP-151,2015-10-27,Discontinued soon
26805556,SKU877272,CheeseCraft Cream Fortified,Cream,DairyStar,500ml bottle,20800.0,31.6,23.7,365,2,Germany,Yes,Yes,5,1000,3684320448254,SUP-177,2023-08-02,New launch
23266617,SKU531881,LactoFresh Ice Cream Mix Full-cream,Ice Cream Mix,LactoFresh,500ml bottle,51900.0,4.3,22.4,180,8,New Zealand,No,Yes,10,2000,6777161147679,SUP-133,2018-04-25,Export only
42534203,SKU946269,LactoFresh UHT Milk Low-fat,UHT Milk,PureMilk,1kg block,13200.0,29.8,3.6,180,-20,Indonesia,Pending,Yes,5,400,4272261181106,SUP-158,2019-04-25,Best seller
20481343,SKU137332,AlpineGold Fresh Milk Fortified,Fresh Milk,PureMilk,1kg block,14400.0,11.0,15.1,365,2,Indonesia,Yes,Yes,1,400,2813540809150,SUP-114,2016-12-08,Export only
65602881,SKU897183,CreamTop Cream Full-cream,Cream,InfantPure,400g tin,34300.0,12.0,11.7,90,-18,New Zealand,Yes,Yes,1,400,2481251733421,SUP-108,2021-11-28,Seasonal
22480194,SKU961670,InfantPure Fresh Milk Low-fat,Fresh Milk,CreamTop,2L carton,6500.0,22.6,21.4,730,8,Australia,Yes,No,24,400,8793530171493,SUP-106,2016-05-24,New launch
34178371,SKU782190,AlpineGold Ice Cream Mix Classic,Ice Cream Mix,WheyPro,25kg bag,45200.0,4.0,1.0,90,-20,New Zealand,Yes,No,100,370,1262146037170,SUP-138,2023-04-04,Export only
42992964,SKU123170,AlpineGold Baby Formula Classic,Baby Formula,DairyStar,500ml bottle,188100.0,31.3,16.8,21,2,France,Yes,No,48,250,6165774886749,SUP-147,2022-08-11,Seasonal
90178891,SKU903833,NaturaLac Ice Cream Mix Premium,Ice Cream Mix,CheeseCraft,370g can,31200.0,22.3,7.1,180,4,France,Yes,Yes,12,2000,5599062701522,SUP-173,2023-04-10,Discontinued soon
81659212,SKU312144,WheyPro Ice Cream Mix Low-fat,Ice Cream Mix,WheyPro,500ml bottle,24900.0,34.1,15.3,180,25,Netherlands,Pending,Yes,5,2000,4745908818465,SUP-174,2018-12-22,New launch
27395409,SKU246821,LactoFresh Cream Organic,Cream,CheeseCraft,2L carton,29900.0,29.8,29.6,730,-20,Germany,Yes,Yes,100,500,6990692536026,SUP-161,2015-01-26,Low margin
12518742,SKU334671,GreenPasture Ice Cream Mix Classic,Ice Cream Mix,InfantPure,1kg block,39700.0,33.1,3.7,14,4,Indonesia,Pending,Yes,10,370,2763735832169,SUP-162,2022-11-22,Best seller
26608985,SKU629997,WheyPro Fresh Milk Classic,Fresh Milk,PureMilk,250g pack,8400.0,24.3,22.9,90,-20,Netherlands,Yes,Yes,1,400,9805450467986,SUP-143,2023-04-01,Discontinued soon
40273242,SKU286899,LactoFresh Ice Cream Mix Organic,Ice Cream Mix,LactoFresh,500ml bottle,50500.0,33.9,18.8,365,20,Australia,Yes,Yes,48,370,7639061791960,SUP-155,2017-04-26,Best seller
66749787,SKU404940,DairyStar UHT Milk Premium,UHT Milk,PureMilk,200ml sachet,21000.0,5.3,19.6,21,15,Indonesia,Yes,Yes,100,2000,9334680335190,SUP-124,2017-02-04,Low margin
11666781,SKU445942,NaturaLac Butter Full-cream,Butter,InfantPure,400g tin,49800.0,18.7,9.4,14,-20,Indonesia,Yes,No,5,500,9120945876101,SUP-114,2022-04-06,Low margin
12060002,SKU982227,LactoFresh Cheese Premium,Cheese,DairyStar,1kg block,33400.0,25.1,7.0,7,-20,Netherlands,Yes,Yes,5,1000,4925012054707,SUP-138,2017-05-11,Domestic
92013922,SKU764336,NaturaLac Ice Cream Mix Regular,Ice Cream Mix,LactoFresh,400g tin,52200.0,10.4,9.6,21,8,New Zealand,Yes,Yes,5,1000,6029349362296,SUP-144,2019-07-28,Seasonal
75302243,SKU607456,PureMilk Fresh Milk Fortified,Fresh Milk,AlpineGold,400g tin,10700.0,31.2,21.1,180,-20,Indonesia,Yes,Yes,1,1000,8300477362597,SUP-111,2021-05-17,Award winner
66815333,SKU556725,DairyStar Cheese Full-cream,Cheese,LactoFresh,2L carton,42700.0,18.3,11.2,730,-18,Australia,Yes,Yes,100,2000,1164246750335,SUP-113,2023-08-05,Best seller
54461798,SKU769538,InfantPure Fresh Milk Organic,Fresh Milk,PureMilk,2L carton,11200.0,33.3,20.0,180,-18,Indonesia,Yes,Yes,1,200,4434317354935,SUP-108,2018-09-20,Export only
42239335,SKU204729,InfantPure UHT Milk Premium,UHT Milk,LactoFresh,400g tin,18500.0,1.3,17.0,730,15,Indonesia,Yes,Yes,24,250,2555911579032,SUP-111,2020-05-26,Seasonal
67503461,SKU396222,CreamTop Cheese Fortified,Cheese,LactoFresh,200ml sachet,50300.0,9.4,18.2,30,6,USA,Yes,Yes,100,25000,2974220718538,SUP-125,2016-07-11,Award winner
28444007,SKU629568,WheyPro UHT Milk Regular,UHT Milk,NaturaLac,500ml bottle,17700.0,5.8,11.0,30,-20,Indonesia,Yes,No,1,400,9296387445096,SUP-121,2016-11-20,Domestic
21202287,SKU351612,CheeseCraft Baby Formula Classic,Baby Formula,InfantPure,370g can,96600.0,10.8,23.3,21,-20,Indonesia,Yes,Yes,1,500,6603405849153,SUP-131,2023-09-20,Domestic
27886964,SKU504447,CreamTop Baby Formula Premium,Baby Formula,PureMilk,400g tin,168800.0,29.1,10.3,180,15,New Zealand,Yes,Yes,24,370,7367615538829,SUP-169,2019-10-10,Low margin
52397429,SKU499030,InfantPure Yogurt Premium,Yogurt,AlpineGold,370g can,24600.0,21.5,4.0,365,20,Germany,Yes,Yes,48,250,7801692331258,SUP-106,2015-03-02,Low margin
40600948,SKU882463,InfantPure UHT Milk Premium,UHT Milk,NaturaLac,2L carton,10300.0,21.4,27.7,180,8,New Zealand,No,Yes,24,370,3895403512310,SUP-158,2019-01-10,Low margin
17335674,SKU878513,GreenPasture UHT Milk Premium,UHT Milk,AlpineGold,400g tin,21200.0,5.5,19.9,365,15,New Zealand,Yes,Yes,5,200,8677392844315,SUP-150,2019-07-26,Low margin
26379654,SKU965405,CheeseCraft UHT Milk Classic,UHT Milk,CreamTop,2L carton,20400.0,21.9,8.0,5,20,Netherlands,Yes,Yes,48,370,5234165483449,SUP-110,2018-02-26,New launch
58164614,SKU885420,LactoFresh Fresh Milk Fortified,Fresh Milk,InfantPure,1kg block,13700.0,38.3,7.0,21,8,Netherlands,Yes,Yes,10,2000,7705981044199,SUP-130,2021-09-27,Seasonal
69109128,SKU860925,CheeseCraft Fresh Milk Organic,Fresh Milk,InfantPure,kg,7300.0,32.7,28.1,365,-18,Australia,No,Yes,12,200,9412275314571,SUP-151,2021-04-10,Discontinued soon
97748364,SKU344542,WheyPro Cream Low-fat,Cream,AlpineGold,400g tin,15500.0,10.8,12.9,730,15,Australia,Pending,Yes,1,400,7566789499876,SUP-149,2018-06-08,New launch
16614797,SKU912625,LactoFresh UHT Milk Regular,UHT Milk,LactoFresh,2L carton,11000.0,20.3,25.7,730,-18,Indonesia,Yes,No,5,2000,1528000629471,SUP-132,2019-04-21,Best seller
71796110,SKU838632,LactoFresh UHT Milk Organic,UHT Milk,LactoFresh,25kg bag,10200.0,20.8,4.7,90,20,Netherlands,Yes,Yes,24,200,9497495819280,SUP-169,2018-05-08,Export only
71009682,SKU612645,CheeseCraft Fresh Milk Low-fat,Fresh Milk,LactoFresh,2L carton,13300.0,15.5,17.1,365,8,Indonesia,Pending,Yes,48,500,2767966268044,SUP-125,2018-04-23,Domestic
14583187,SKU732567,WheyPro Fresh Milk Classic,Fresh Milk,LactoFresh,kg,11700.0,12.1,27.6,180,15,France,Yes,Yes,12,200,6113188662158,SUP-156,2022-01-18,Seasonal
75367830,SKU450207,InfantPure UHT Milk Full-cream,UHT Milk,AlpineGold,kg,11600.0,13.4,6.6,180,2,Indonesia,Yes,Yes,12,500,2178161885578,SUP-135,2019-10-24,Award winner
26477974,SKU671209,CreamTop Fresh Milk Regular,Fresh Milk,InfantPure,400g tin,12900.0,33.8,5.3,5,6,Australia,Pending,No,48,1000,2884161115150,SUP-155,2022-12-30,Seasonal
19465624,SKU630570,CheeseCraft Fresh Milk Classic,Fresh Milk,WheyPro,200ml sachet,10200.0,23.6,9.4,180,8,USA,Yes,No,5,2000,8938098533972,SUP-156,2019-02-04,Domestic
39585191,SKU128372,PureMilk Cheese Fortified,Cheese,GreenPasture,200ml sachet,51200.0,32.3,22.8,7,20,Netherlands,Pending,Yes,12,250,6623549650256,SUP-116,2018-06-14,Domestic
91686313,SKU301153,DairyStar UHT Milk Regular,UHT Milk,GreenPasture,Liter,12200.0,27.9,9.9,730,2,Germany,Yes,Yes,24,200,2689281506299,SUP-150,2021-09-15,Domestic
53675434,SKU401813,DairyStar UHT Milk Full-cream,UHT Milk,AlpineGold,370g can,10000.0,39.9,12.2,90,-18,Malaysia,No,Yes,10,400,3945524457843,SUP-110,2017-09-22,Export only
91129263,SKU875927,CheeseCraft Yogurt Low-fat,Yogurt,PureMilk,1kg block,22100.0,12.5,25.7,30,25,Netherlands,Pending,Yes,12,1000,2690109194032,SUP-130,2020-10-09,Export only
44828081,SKU293391,PureMilk Fresh Milk Organic,Fresh Milk,PureMilk,25kg bag,6700.0,32.9,25.5,7,6,Indonesia,Yes,Yes,100,400,9747746172620,SUP-148,2023-04-07,Seasonal
88147380,SKU203167,AlpineGold Butter Regular,Butter,CreamTop,500ml bottle,26300.0,28.9,23.6,5,8,Australia,Yes,Yes,100,2000,1694716032611,SUP-148,2021-05-14,Low margin
26838452,SKU194933,CreamTop Baby Formula Premium,Baby Formula,InfantPure,250g pack,142800.0,28.5,22.5,30,20,Netherlands,Yes,No,100,250,2469076556575,SUP-159,2019-02-22,Low margin
57345473,SKU710237,GreenPasture UHT Milk Classic,UHT Milk,NaturaLac,500ml bottle,16600.0,4.3,5.2,21,4,Malaysia,Yes,No,24,1000,4284765979434,SUP-149,2022-07-12,Best seller
12125635,SKU242808,AlpineGold Baby Formula Regular,Baby Formula,DairyStar,kg,163500.0,1.1,18.9,14,15,Australia,Yes,No,24,200,9304012652990,SUP-141,2015-01-31,Best seller
16713156,SKU479529,InfantPure Fresh Milk Fortified,Fresh Milk,NaturaLac,2L carton,8800.0,24.3,13.3,5,4,Indonesia,Yes,Yes,10,500,7467447620571,SUP-162,2015-11-29,New launch
27035082,SKU562601,DairyStar Cheese Premium,Cheese,AlpineGold,25kg bag,76100.0,38.3,11.3,730,4,Netherlands,Yes,Yes,100,200,3048114839136,SUP-134,2022-05-11,Low margin
19989962,SKU344118,GreenPasture Condensed Milk Low-fat,Condensed Milk,AlpineGold,Liter,15300.0,25.6,18.5,90,2,USA,Yes,Yes,1,500,2699861633783,SUP-111,2023-04-01,Low margin
44238284,SKU149310,AlpineGold Butter Organic,Butter,CreamTop,200ml sachet,40600.0,25.3,14.8,5,8,Indonesia,Yes,Yes,24,370,9143448383674,SUP-179,2017-05-24,Discontinued soon
13370831,SKU838172,GreenPasture Cheese Regular,Cheese,AlpineGold,25kg bag,47000.0,3.8,9.7,90,8,Indonesia,Yes,No,24,1000,2002629989977,SUP-112,2021-01-11,Discontinued soon
34768336,SKU594540,WheyPro Cheese Regular,Cheese,CreamTop,200ml sachet,53600.0,28.0,15.2,730,25,Indonesia,Pending,Yes,24,25000,4886597759674,SUP-155,2020-08-09,Domestic
26772944,SKU663900,WheyPro Fresh Milk Regular,Fresh Milk,DairyStar,25kg bag,8900.0,39.4,22.2,30,-18,Australia,Yes,Yes,5,25000,9900035357207,SUP-130,2019-12-05,Export only
22840786,SKU977780,CheeseCraft Baby Formula Fortified,Baby Formula,PureMilk,370g can,204400.0,36.4,10.4,30,15,Netherlands,Pending,Yes,12,1000,8591977298797,SUP-103,2021-02-17,Seasonal
92964311,SKU858054,InfantPure Yogurt Full-cream,Yogurt,DairyStar,1kg block,14200.0,1.0,13.2,365,4,Indonesia,Yes,Yes,24,25000,4577568449584,SUP-110,2017-04-30,Best seller
74679769,SKU511436,LactoFresh Cheese Regular,Cheese,AlpineGold,400g tin,50200.0,19.9,28.8,365,15,Germany,Yes,Yes,5,500,3778867564816,SUP-128,2021-08-02,Best seller
99845601,SKU747977,AlpineGold Cream Premium,Cream,GreenPasture,1kg block,25400.0,17.9,24.4,365,15,Indonesia,Yes,Yes,10,500,8482410739281,SUP-128,2017-03-09,Seasonal
53642730,SKU761865,InfantPure Condensed Milk Full-cream,Condensed Milk,CheeseCraft,kg,30100.0,30.6,3.6,5,2,Indonesia,Yes,Yes,1,200,6057312545452,SUP-138,2019-03-22,Award winner
44664303,SKU607497,NaturaLac Butter Organic,Butter,PureMilk,200ml sachet,46900.0,1.0,9.7,730,15,Indonesia,Yes,Yes,48,200,2858742124179,SUP-129,2019-09-26,Export only
80217587,SKU509878,CheeseCraft Yogurt Premium,Yogurt,CheeseCraft,Liter,24900.0,10.9,16.2,5,25,New Zealand,Yes,No,5,500,3780198182096,SUP-177,2016-07-31,Low margin
82740723,SKU530355,DairyStar Fresh Milk Regular,Fresh Milk,InfantPure,500ml bottle,9800.0,34.0,10.4,730,25,Indonesia,Yes,Yes,24,400,5889259478247,SUP-149,2017-07-12,Best seller
83166708,SKU571056,DairyStar UHT Milk Organic,UHT Milk,NaturaLac,200ml sachet,17200.0,25.5,18.1,730,2,USA,Yes,Yes,48,1000,5450144152667,SUP-126,2020-05-13,Seasonal
14157299,SKU282037,WheyPro Cream Organic,Cream,GreenPasture,kg,21000.0,16.0,17.6,7,15,Indonesia,Pending,No,5,370,7023809937621,SUP-101,2016-07-05,Best seller
23889400,SKU136935,LactoFresh Cream Classic,Cream,AlpineGold,25kg bag,30200.0,11.8,14.7,5,20,Netherlands,Yes,Yes,5,25000,1829408121173,SUP-147,2015-06-27,Discontinued soon
36898305,SKU904676,PureMilk Ice Cream Mix Regular,Ice Cream Mix,NaturaLac,2L carton,46200.0,6.1,8.1,30,25,Australia,Yes,Yes,100,200,3894064288158,SUP-119,2022-11-10,Seasonal
73958914,SKU680856,PureMilk Fresh Milk Fortified,Fresh Milk,AlpineGold,250g pack,12500.0,14.7,6.0,21,6,Indonesia,Yes,Yes,12,200,7111172376898,SUP-143,2016-11-16,Low margin
37520904,SKU422149,InfantPure Yogurt Full-cream,Yogurt,CreamTop,400g tin,20300.0,7.0,19.2,30,4,Indonesia,Yes,Yes,12,1000,7586179121634,SUP-164,2021-03-10,Best seller
48563724,SKU682168,NaturaLac Yogurt Classic,Yogurt,AlpineGold,25kg bag,20900.0,34.8,27.3,5,6,Germany,Yes,No,10,400,3368605879905,SUP-138,2019-11-12,Discontinued soon
36046349,SKU523627,DairyStar Yogurt Fortified,Yogurt,AlpineGold,2L carton,16000.0,16.2,22.0,365,6,Indonesia,Yes,Yes,5,500,4163815085440,SUP-168,2019-09-22,Low margin
23561742,SKU907091,CheeseCraft Cheese Low-fat,Cheese,CreamTop,370g can,72500.0,1.0,6.3,7,8,New Zealand,Yes,Yes,100,370,4030995477454,SUP-156,2015-05-24,Best seller
73991697,SKU755968,InfantPure Fresh Milk Low-fat,Fresh Milk,DairyStar,kg,11400.0,2.4,11.9,90,4,France,Yes,Yes,100,500,1729098344449,SUP-169,2019-04-30,Discontinued soon
21202450,SKU975980,GreenPasture Baby Formula Low-fat,Baby Formula,NaturaLac,1kg block,108700.0,11.6,11.8,5,20,Australia,Yes,Yes,100,25000,1042486014226,SUP-165,2020-10-09,New launch
12944915,SKU609998,PureMilk Whey Powder Classic,Whey Powder,GreenPasture,200ml sachet,60300.0,27.2,19.0,30,-20,New Zealand,Yes,Yes,5,500,2570317468763,SUP-121,2016-12-08,Award winner
71239191,SKU505569,CheeseCraft Baby Formula Full-cream,Baby Formula,GreenPasture,400g tin,189000.0,13.8,22.7,5,2,Indonesia,Yes,Yes,12,250,2217605876596,SUP-138,2018-04-17,New launch
92997151,SKU207239,GreenPasture Cream Low-fat,Cream,LactoFresh,2L carton,23100.0,21.9,15.3,14,-20,France,Yes,Yes,24,2000,3077350048421,SUP-167,2023-10-28,Export only
35620383,SKU219023,CreamTop Fresh Milk Premium,Fresh Milk,PureMilk,2L carton,7300.0,21.2,1.8,365,15,Australia,Yes,No,24,2000,1067833004270,SUP-178,2018-06-05,Seasonal
72025634,SKU868908,CreamTop Cream Low-fat,Cream,PureMilk,Liter,27600.0,4.1,28.2,90,25,USA,Yes,Yes,100,250,6053436752655,SUP-147,2023-03-02,New launch
